               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 168,            0.020867,            0.010925,                   0,             0.89241,             0.89151,              0.9046,             0.68471,            0.020569,           0.0052475,                   0,            0.004489,            0.004489,            0.004489
                 169,            0.021368,            0.010911,                   0,             0.89257,             0.89019,             0.90444,             0.68412,             0.02057,           0.0052508,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.020923,             0.01091,                   0,             0.89127,             0.88929,              0.9047,             0.68398,            0.020568,           0.0052577,                   0,            0.004423,            0.004423,            0.004423
                 171,             0.02086,            0.010818,                   0,             0.87391,             0.90607,             0.90488,             0.68377,            0.020579,            0.005262,                   0,             0.00439,             0.00439,             0.00439
                 172,            0.020794,            0.010799,                   0,             0.88863,             0.89286,             0.90467,              0.6832,            0.020577,           0.0052641,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.021389,            0.010631,                   0,             0.87562,             0.90612,             0.90408,             0.68336,             0.02058,            0.005266,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.020698,            0.010622,                   0,             0.87668,             0.90701,             0.90412,             0.68366,            0.020594,           0.0052676,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.021043,            0.010725,                   0,              0.8778,             0.90566,              0.9039,             0.68361,            0.020603,           0.0052698,                   0,            0.004258,            0.004258,            0.004258
                 176,            0.021015,            0.010462,                   0,             0.87839,             0.90431,             0.90391,             0.68354,            0.020607,           0.0052712,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.020944,               0.011,                   0,              0.8798,             0.90296,             0.90386,             0.68381,            0.020593,           0.0052709,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.020351,            0.010753,                   0,             0.88145,             0.89825,             0.90402,             0.68417,            0.020601,           0.0052747,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.020697,            0.010581,                   0,             0.88202,             0.89825,             0.90417,             0.68353,            0.020619,           0.0052776,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.020253,            0.010749,                   0,             0.88282,             0.89825,             0.90445,              0.6841,            0.020627,           0.0052814,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.020886,            0.010866,                   0,             0.88494,             0.89658,             0.90492,             0.68409,            0.020646,           0.0052842,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.020583,            0.010699,                   0,             0.88568,             0.89791,             0.90489,             0.68327,            0.020659,           0.0052864,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.020546,            0.010604,                   0,             0.88233,             0.90027,             0.90466,              0.6831,            0.020676,           0.0052897,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.020088,            0.010367,                   0,             0.88296,              0.8996,             0.90482,             0.68402,            0.020695,           0.0052902,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.019738,            0.010414,                   0,             0.88302,              0.8996,              0.9044,             0.68349,            0.020714,           0.0052921,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.020386,            0.010425,                   0,              0.8841,             0.89956,             0.90472,               0.684,            0.020729,           0.0052942,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.020586,            0.010508,                   0,             0.88409,              0.8996,             0.90421,             0.68381,            0.020739,           0.0052952,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.019902,            0.010285,                   0,             0.88408,             0.89933,             0.90426,              0.6831,            0.020749,           0.0052977,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.020488,            0.010683,                   0,             0.88366,             0.89892,             0.90385,             0.68273,            0.020762,           0.0053019,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.020393,            0.010719,                   0,             0.88418,             0.89892,              0.9036,             0.68251,            0.020768,           0.0053036,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.020699,            0.010429,                   0,             0.88296,              0.8996,             0.90342,             0.68199,             0.02078,           0.0053075,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.020171,            0.010342,                   0,             0.88357,                 0.9,             0.90385,             0.68217,            0.020791,           0.0053105,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.020308,            0.010685,                   0,             0.88273,             0.90364,              0.9035,             0.68122,            0.020798,           0.0053141,                   0,            0.003664,            0.003664,            0.003664
                 194,             0.02044,             0.01072,                   0,             0.88387,             0.90027,              0.9035,             0.68126,             0.02081,           0.0053166,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.019868,            0.010463,                   0,              0.8829,              0.9044,             0.90371,             0.68138,            0.020826,           0.0053182,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.020143,             0.01043,                   0,             0.88283,             0.90373,             0.90341,             0.68117,            0.020842,           0.0053215,                   0,            0.003565,            0.003565,            0.003565
                 197,             0.02011,            0.010379,                   0,             0.88278,             0.90327,             0.90381,             0.68104,             0.02086,           0.0053253,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.019837,            0.010533,                   0,             0.88276,             0.90316,             0.90368,             0.68078,            0.020868,           0.0053263,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.019997,            0.010383,                   0,              0.8832,             0.90296,             0.90321,             0.68113,            0.020874,           0.0053283,                   0,            0.003466,            0.003466,            0.003466
                 200,            0.020057,            0.010708,                   0,             0.88328,             0.90296,             0.90279,             0.68109,            0.020888,           0.0053304,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.019922,            0.010322,                   0,             0.88331,             0.90287,             0.90307,             0.68134,            0.020898,           0.0053319,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.019521,            0.010354,                   0,             0.88263,             0.90162,             0.90317,             0.68154,            0.020903,           0.0053329,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.019527,            0.010432,                   0,             0.88217,             0.90431,             0.90307,             0.68188,            0.020919,           0.0053359,                   0,            0.003334,            0.003334,            0.003334
                 204,             0.01917,            0.009776,                   0,             0.88256,             0.90141,             0.90312,              0.6817,            0.020929,           0.0053372,                   0,            0.003301,            0.003301,            0.003301
                 205,            0.019569,             0.01017,                   0,              0.8825,             0.90087,             0.90296,             0.68164,            0.020935,           0.0053371,                   0,            0.003268,            0.003268,            0.003268
                 206,            0.019518,            0.010328,                   0,             0.88248,             0.90072,             0.90293,             0.68181,            0.020942,           0.0053405,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.019108,            0.010119,                   0,             0.88249,              0.9008,             0.90294,             0.68131,            0.020942,           0.0053428,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.019108,           0.0099787,                   0,             0.88248,             0.90073,             0.90282,             0.68157,            0.020941,           0.0053438,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.019322,            0.010112,                   0,             0.88301,             0.90028,             0.90293,             0.68208,            0.020934,           0.0053471,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.019404,            0.010365,                   0,             0.88299,             0.90009,             0.90278,             0.68226,            0.020936,           0.0053486,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.019061,            0.010084,                   0,             0.88303,             0.90039,              0.9028,             0.68207,            0.020939,           0.0053501,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.019234,             0.01016,                   0,             0.88292,             0.89942,              0.9026,             0.68184,            0.020941,           0.0053512,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.019052,            0.010258,                   0,             0.88292,             0.89942,             0.90236,              0.6815,            0.020938,           0.0053527,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.019708,            0.010117,                   0,             0.88289,             0.89921,              0.9023,             0.68139,            0.020935,           0.0053541,                   0,            0.002971,            0.002971,            0.002971
                 215,            0.019178,             0.01007,                   0,             0.88516,             0.89858,             0.90216,             0.68163,            0.020937,           0.0053565,                   0,            0.002938,            0.002938,            0.002938
                 216,            0.019443,            0.010199,                   0,             0.88505,             0.89754,             0.90203,             0.68128,            0.020937,           0.0053569,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.019373,            0.010091,                   0,             0.88515,             0.89892,             0.90203,              0.6816,            0.020946,           0.0053591,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.018936,           0.0098644,                   0,             0.88513,             0.89892,             0.90193,             0.68128,            0.020942,           0.0053619,                   0,            0.002839,            0.002839,            0.002839
                 219,            0.019025,            0.010081,                   0,              0.8846,             0.89881,             0.90203,             0.68117,            0.020945,           0.0053636,                   0,            0.002806,            0.002806,            0.002806
                 220,            0.018634,            0.009809,                   0,             0.88461,              0.8989,             0.90181,             0.68132,            0.020947,           0.0053663,                   0,            0.002773,            0.002773,            0.002773
                 221,            0.018867,           0.0099384,                   0,              0.8846,             0.89877,             0.90174,             0.68105,            0.020951,           0.0053673,                   0,             0.00274,             0.00274,             0.00274
                 222,             0.01863,            0.009767,                   0,              0.8846,              0.8988,             0.90142,              0.6809,            0.020949,           0.0053679,                   0,            0.002707,            0.002707,            0.002707
                 223,            0.019047,           0.0099125,                   0,             0.88457,             0.89851,             0.90159,             0.68072,            0.020946,           0.0053685,                   0,            0.002674,            0.002674,            0.002674
                 224,            0.018494,           0.0099298,                   0,             0.88517,             0.89862,             0.90159,             0.68101,            0.020942,           0.0053691,                   0,            0.002641,            0.002641,            0.002641
                 225,            0.018412,           0.0099894,                   0,             0.88519,             0.89881,             0.90164,             0.68088,            0.020943,           0.0053699,                   0,            0.002608,            0.002608,            0.002608
                 226,            0.018868,            0.009917,                   0,             0.88517,              0.8986,             0.90134,             0.68127,            0.020948,           0.0053706,                   0,            0.002575,            0.002575,            0.002575
                 227,            0.018704,           0.0097089,                   0,             0.88517,             0.89861,             0.90146,             0.68099,             0.02095,           0.0053718,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.018975,           0.0098764,                   0,             0.88515,              0.8985,             0.90142,             0.68113,             0.02095,           0.0053725,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.018632,            0.009565,                   0,             0.88514,             0.89838,             0.90154,             0.68164,            0.020947,           0.0053732,                   0,            0.002476,            0.002476,            0.002476
                 230,            0.017943,           0.0096324,                   0,             0.88511,             0.89812,             0.90123,             0.68171,            0.020942,           0.0053744,                   0,            0.002443,            0.002443,            0.002443
                 231,            0.018231,           0.0099149,                   0,             0.88451,             0.89757,             0.90149,              0.6814,            0.020931,           0.0053747,                   0,             0.00241,             0.00241,             0.00241
                 232,            0.017869,           0.0096849,                   0,             0.88503,             0.89757,              0.9009,             0.68154,            0.020927,           0.0053768,                   0,            0.002377,            0.002377,            0.002377
                 233,            0.018223,           0.0094286,                   0,             0.88437,             0.89757,             0.90128,             0.68196,             0.02092,            0.005378,                   0,            0.002344,            0.002344,            0.002344
                 234,             0.01828,           0.0098274,                   0,             0.88442,             0.89723,             0.90099,             0.68244,            0.020913,           0.0053807,                   0,            0.002311,            0.002311,            0.002311
                 235,            0.017882,           0.0095819,                   0,             0.88498,              0.8969,             0.90128,             0.68204,            0.020915,           0.0053816,                   0,            0.002278,            0.002278,            0.002278
                 236,            0.017738,            0.009571,                   0,             0.88528,             0.89757,             0.90139,              0.6829,            0.020914,           0.0053833,                   0,            0.002245,            0.002245,            0.002245
                 237,            0.018185,           0.0096415,                   0,              0.8854,             0.89892,             0.90136,             0.68265,            0.020913,           0.0053852,                   0,            0.002212,            0.002212,            0.002212
                 238,            0.017971,            0.009531,                   0,             0.88417,             0.89892,             0.90157,             0.68283,            0.020917,           0.0053877,                   0,            0.002179,            0.002179,            0.002179
                 239,            0.017731,           0.0096949,                   0,             0.88412,             0.89969,             0.90153,             0.68297,            0.020914,           0.0053889,                   0,            0.002146,            0.002146,            0.002146
                 240,            0.017742,           0.0092208,                   0,             0.88391,              0.8996,             0.90186,             0.68324,            0.020915,            0.005391,                   0,            0.002113,            0.002113,            0.002113
                 241,            0.017917,           0.0097337,                   0,             0.88414,             0.89987,             0.90183,             0.68218,            0.020909,           0.0053923,                   0,             0.00208,             0.00208,             0.00208
                 242,            0.017329,           0.0092685,                   0,             0.88364,              0.8996,             0.90154,             0.68212,            0.020908,           0.0053935,                   0,            0.002047,            0.002047,            0.002047
                 243,            0.017771,           0.0093838,                   0,             0.88349,             0.90027,             0.90163,             0.68235,              0.0209,           0.0053958,                   0,            0.002014,            0.002014,            0.002014
                 244,            0.017556,           0.0093823,                   0,             0.88415,             0.89995,             0.90157,             0.68215,            0.020896,           0.0053983,                   0,            0.001981,            0.001981,            0.001981
                 245,            0.017657,           0.0095133,                   0,             0.88359,             0.90027,             0.90184,             0.68165,            0.020895,           0.0053997,                   0,            0.001948,            0.001948,            0.001948
                 246,            0.017704,           0.0093795,                   0,             0.88394,             0.90027,             0.90166,             0.68165,            0.020893,           0.0054011,                   0,            0.001915,            0.001915,            0.001915
                 247,             0.01778,           0.0095519,                   0,             0.88422,             0.90058,              0.9017,             0.68174,            0.020893,           0.0054033,                   0,            0.001882,            0.001882,            0.001882
                 248,            0.017418,           0.0092272,                   0,             0.88421,             0.90052,             0.90173,             0.68187,            0.020891,           0.0054054,                   0,            0.001849,            0.001849,            0.001849
                 249,            0.017175,           0.0091644,                   0,             0.88425,             0.90027,             0.90172,             0.68144,            0.020892,           0.0054074,                   0,            0.001816,            0.001816,            0.001816
                 250,            0.017447,           0.0093033,                   0,             0.88469,              0.8996,             0.90169,             0.68162,            0.020891,           0.0054081,                   0,            0.001783,            0.001783,            0.001783
                 251,            0.017302,           0.0091863,                   0,             0.88378,             0.89825,             0.90165,             0.68202,            0.020888,           0.0054109,                   0,             0.00175,             0.00175,             0.00175
                 252,            0.017421,           0.0093575,                   0,             0.88355,             0.89825,             0.90163,             0.68149,            0.020887,           0.0054128,                   0,            0.001717,            0.001717,            0.001717
                 253,            0.017717,           0.0091653,                   0,             0.88355,             0.89757,             0.90168,             0.68178,            0.020885,           0.0054143,                   0,            0.001684,            0.001684,            0.001684
                 254,             0.01753,           0.0093187,                   0,              0.8833,             0.89769,             0.90193,             0.68166,            0.020888,           0.0054158,                   0,            0.001651,            0.001651,            0.001651
                 255,            0.016968,           0.0091673,                   0,             0.88335,              0.8981,             0.90194,             0.68115,            0.020887,           0.0054169,                   0,            0.001618,            0.001618,            0.001618
                 256,            0.017489,           0.0092587,                   0,             0.88329,              0.8976,              0.9019,             0.68108,            0.020888,           0.0054172,                   0,            0.001585,            0.001585,            0.001585
                 257,            0.017398,           0.0091751,                   0,              0.8834,              0.8969,             0.90207,             0.68118,            0.020891,           0.0054184,                   0,            0.001552,            0.001552,            0.001552
                 258,            0.016932,            0.009109,                   0,             0.88385,             0.89825,              0.9022,             0.68124,            0.020895,           0.0054183,                   0,            0.001519,            0.001519,            0.001519
                 259,            0.017061,           0.0094035,                   0,             0.88284,              0.8988,              0.9022,             0.68113,            0.020892,           0.0054191,                   0,            0.001486,            0.001486,            0.001486
                 260,             0.01697,           0.0090934,                   0,             0.88323,              0.8996,             0.90226,              0.6812,            0.020899,           0.0054212,                   0,            0.001453,            0.001453,            0.001453
                 261,             0.01694,           0.0091645,                   0,             0.88334,              0.8996,             0.90248,             0.68099,            0.020894,            0.005422,                   0,             0.00142,             0.00142,             0.00142
                 262,            0.016717,           0.0090397,                   0,              0.8824,             0.89997,             0.90241,             0.68073,            0.020893,           0.0054236,                   0,            0.001387,            0.001387,            0.001387
                 263,            0.016748,           0.0091028,                   0,             0.88245,             0.90045,             0.90239,             0.68078,            0.020897,           0.0054253,                   0,            0.001354,            0.001354,            0.001354
                 264,            0.016741,           0.0089019,                   0,             0.88243,             0.90029,             0.90232,             0.68059,            0.020896,           0.0054255,                   0,            0.001321,            0.001321,            0.001321
                 265,            0.016728,           0.0091569,                   0,              0.8824,                 0.9,             0.90238,             0.68114,            0.020895,           0.0054258,                   0,            0.001288,            0.001288,            0.001288
                 266,            0.016512,           0.0090969,                   0,             0.88239,             0.89992,             0.90261,              0.6806,            0.020894,           0.0054273,                   0,            0.001255,            0.001255,            0.001255
                 267,            0.016673,           0.0089918,                   0,             0.88242,             0.90016,             0.90268,             0.68083,            0.020894,           0.0054286,                   0,            0.001222,            0.001222,            0.001222
                 268,            0.015984,           0.0087562,                   0,             0.88246,              0.9005,             0.90278,             0.68126,            0.020896,           0.0054293,                   0,            0.001189,            0.001189,            0.001189
